824,1,3,"(Beila)  Moor",female,27.0,0,1,392096,12.475,E121,S
363,0,3,"(Catherine David)  Barbara",female,45.0,0,1,2691,14.4542,null,C
484,1,3,"(Hedwig)  Turkula",female,63.0,0,0,4134,9.5875,null,S
368,1,3,"(Mantoura Boulos)  Moussa",female,null,0,0,2626,7.2292,null,C
565,0,3,"(Marion Ogden)  Meanwell",female,null,0,0,SOTON/O.Q. 392087,8.05,null,S
786,0,3,"Abraham (David Lishin)  Harmer",male,25.0,0,0,374887,7.25,null,S
81,0,3,"Achille  Waelens",male,22.0,0,0,345767,9.0,null,S
876,1,3,"Adele Kiamie Jane  Najib",female,15.0,0,0,2667,7.225,null,C
364,0,3,"Adola  Asim",male,35.0,0,0,SOTON/O.Q. 3101310,7.05,null,S
700,0,3,"Adolf Mathias Nicolai Olsen  Humblen",male,42.0,0,0,348121,7.65,F G63,S
247,0,3,"Agda Thorilda Viktoria  Lindahl",female,25.0,0,0,347071,7.775,null,S
331,1,3,"Agnes  McCoy",female,null,2,0,367226,23.25,null,Q
211,0,3,"Ahmed  Ali",male,24.0,0,0,SOTON/O.Q. 3101311,7.05,null,S
834,0,3,"Albert  Augustsson",male,23.0,0,0,347468,7.8542,null,S
108,1,3,"Albert Johan  Moss",male,null,0,0,312991,7.775,null,S
657,0,3,"Alexander  Radeff",male,55.0,0,0,349223,7.8958,null,S
133,0,3,"Alexander A (Grace Charity Laury)  Robins",female,47.0,1,0,A/5. 3337,14.5,null,S
153,0,3,"Alfonzo  Meo",male,55.5,0,0,A.5. 11206,8.05,null,S
598,0,3,"Alfred  Johnson",male,49.0,0,0,LINE,0.0,null,S
575,0,3,"Alfred George John  Rush",male,16.0,0,0,A/4. 20589,8.05,null,S
566,0,3,"Alfred J  Davies",male,24.0,2,0,A/4 48871,24.15,null,S
877,0,3,"Alfred Ossian  Gustafsson",male,20.0,0,0,7534,9.8458,null,S
693,1,3,"Ali  Lam",male,2.0,0,0,1601,56.4958,null,S
236,0,3,"Alice Phoebe  Harknett",female,null,0,0,W./C. 6609,7.55,null,S
294,0,3,"Aloisia  Haas",female,24.0,0,0,349236,8.85,null,S
833,0,3,"Amin  Saad",male,12.0,0,0,2671,7.2292,null,C
650,1,3,"Amy Zillah Elsie  Stanley",female,23.0,0,0,CA. 2314,7.55,null,S
14,0,3,"Anders Johan  Andersson",male,39.0,1,5,347082,31.275,null,S
611,0,3,"Anders Johan (Alfrida Konstantia Brogren)  Andersson",female,39.0,1,5,347082,31.275,null,S
105,0,3,"Anders Vilhelm  Gustafsson",male,37.0,2,0,3101276,7.925,null,S
791,0,3,"Andrew Andy  Keane",male,4.0,0,0,12460,7.75,null,Q
784,0,3,"Andrew G  Johnston",male,6.0,1,2,W./C. 6607,23.45,null,S
129,1,3,"Anna  Peter",female,null,1,1,2668,22.3583,F E69,C
23,1,3,"Anna Annie  McGowan",female,15.0,0,0,330923,8.0292,null,Q
301,1,3,"Anna Katherine Annie Kate  Kelly",female,null,0,0,9234,7.75,null,Q
107,1,3,"Anna Kristine  Salkjelsvik",female,21.0,0,0,343120,7.65,null,S
142,1,3,"Anna Sofia  Nysten",female,22.0,0,0,347081,7.75,null,S
787,1,3,"Anna Sofia  Sjoblom",female,18.0,0,0,3101265,7.4958,null,S
678,1,3,"Anna Sofia  Turja",female,18.0,0,0,4138,9.8417,null,S
369,1,3,"Annie  Jermyn",female,null,0,0,14313,7.75,null,Q
846,0,3,"Anthony  Abbing",male,42.0,0,0,C.A. 5547,7.55,null,S
621,0,3,"Antoni  Yasbeck",male,27.0,1,0,2659,14.4542,null,C
831,1,3,"Antoni (Selini Alexander)  Yasbeck",female,15.0,1,0,2659,14.4542,null,C
637,0,3,"Antti Gustaf  Leinonen",male,32.0,0,0,STON/O 2. 3101292,7.925,null,S
174,0,3,"Antti Wilhelm  Sivola",male,21.0,0,0,STON/O 2. 3101280,7.925,null,S
